minutes_working_since_last_maintenance,maintenance,chlorine_level_ppm,electric_supply,provider,team
45,0,4.59127,9.35825,providerA,teamA
60,0,0.37908,15.96027,providerA,teamA
75,0,0.09634,19.37027,providerA,teamA
90,0,2.53855,7.20071,providerA,teamA
105,0,3.53651,16.95927,providerA,teamA
120,0,0.80767,18.45113,providerA,teamA
135,0,3.46485,19.28172,providerA,teamA
150,0,2.83564,14.55219,providerA,teamA
165,0,3.71168,9.2977,providerA,teamA
180,0,3.29208,18.07274,providerA,teamA
195,0,1.20854,18.38937,providerA,teamA
210,0,2.3533,15.58007,providerA,teamA
225,0,2.29781,9.51213,providerA,teamA
240,0,2.7084,17.59073,providerA,teamA
255,0,4.55191,10.85364,providerA,teamA
270,0,1.08507,18.37273,providerA,teamA
285,0,2.03944,5.33972,providerA,teamA
300,0,2.90131,10.33231,providerA,teamA
315,0,2.74552,14.59075,providerA,teamA
330,0,3.03064,17.95247,providerA,teamA
345,0,3.07694,14.24774,providerA,teamA
360,0,1.28225,15.38349,providerA,teamA
375,0,3.78326,9.51032,providerA,teamA
390,0,4.57034,5.23169,providerA,teamA
405,0,2.976,13.85551,providerA,teamA
420,0,3.12534,5.94629,providerA,teamA
435,0,3.69943,18.19838,providerA,teamA
450,0,1.06527,8.82448,providerA,teamA
465,0,3.13106,8.27086,providerA,teamA
480,0,0.11734,11.90253,providerA,teamA
495,0,1.17685,5.60107,providerA,teamA
510,0,2.29677,11.77272,providerA,teamA
525,0,2.19665,15.17722,providerA,teamA
540,0,0.67723,11.26104,providerA,teamA
555,0,3.439,4.81963,providerA,teamA
570,0,2.01416,10.74139,providerA,teamA
585,0,3.01298,17.18676,providerA,teamA
600,0,1.86307,18.15283,providerA,teamA
615,0,1.9986,15.39411,providerA,teamA
630,0,0.34088,10.0098,providerA,teamA
645,0,0.65212,10.4598,providerA,teamA
660,0,4.17477,11.0598,providerA,teamA
675,0,0.01341,11.8098,providerA,teamA
690,0,1.64307,12.7098,providerA,teamA
705,0,3.7449,13.7598,providerA,teamA
720,0,0.05002,14.9598,providerA,teamA
735,0,0.08397,16.3098,providerA,teamA
750,0,0.40263,17.8098,providerA,teamA
765,0,2.16967,19.4598,providerA,teamA
780,0,3.6076,21.2598,providerA,teamA
795,0,0.758,23.2098,providerA,teamA
810,0,0.3594,25.3098,providerA,teamA
825,0,1.01601,27.5598,providerA,teamA
840,0,2.21939,29.9598,providerA,teamA
855,0,0.39483,32.5098,providerA,teamA
870,0,4.4999,35.2098,providerA,teamA
885,0,3.40329,38.0598,providerA,teamA
900,0,1.63181,41.0598,providerA,teamA
915,0,1.7114,44.2098,providerA,teamA
930,0,1.38965,47.5098,providerA,teamA
945,0,2.69118,50.9598,providerA,teamA
960,0,4.5868,54.5598,providerA,teamA
975,0,2.38114,58.3098,providerA,teamA
990,0,4.5682,62.2098,providerA,teamA
1005,0,1.19821,66.2598,providerA,teamA
1020,0,2.51662,70.4598,providerA,teamA
1035,0,0.09028,74.8098,providerA,teamA
1050,0,2.36767,79.3098,providerA,teamA
1065,0,2.7273,83.9598,providerA,teamA
1080,0,4.09171,88.7598,providerA,teamA
1095,0,2.35563,93.7098,providerA,teamA
1110,0,0.84394,98.8098,providerA,teamA
1125,0,3.00259,104.0598,providerA,teamA
1140,0,4.03889,109.4598,providerA,teamA
1155,0,0.29563,115.0098,providerA,teamA
1170,0,2.26036,120.7098,providerA,teamA
1185,0,1.50714,126.5598,providerA,teamA
1200,0,3.57494,132.5598,providerA,teamA
1215,0,2.55447,138.7098,providerA,teamA
1230,0,2.30935,145.0098,providerA,teamA
1245,0,3.12405,151.4598,providerA,teamA
1260,0,4.64967,158.0598,providerA,teamA
1275,0,3.58289,164.8098,providerA,teamA
1290,0,1.63197,171.7098,providerA,teamA
1305,0,2.31862,178.7598,providerA,teamA
1320,0,3.85971,185.9598,providerA,teamA
1335,0,1.34917,193.3098,providerA,teamA
1350,0,1.69408,200.8098,providerA,teamA
1365,0,1.35503,208.4598,providerA,teamA
1380,0,2.63181,216.2598,providerA,teamA
1395,0,0.27242,224.2098,providerA,teamA
1410,0,3.55494,232.3098,providerA,teamA
1425,0,3.39823,240.5598,providerA,teamA
0,0,4.18643,234.5598,providerA,teamA
15,0,2.64506,228.7098,providerA,teamA
30,0,4.68291,223.0098,providerA,teamA
45,0,2.59663,217.4598,providerA,teamA
60,0,4.34405,212.0598,providerA,teamA
75,0,1.9853,206.8098,providerA,teamA
90,0,1.73401,201.7098,providerA,teamA
105,0,4.40737,196.7598,providerA,teamA
120,1,4.10862,191.9598,providerA,teamA
15,0,3.77872,13.33151,providerA,teamA
30,0,3.80292,4.22044,providerA,teamA
45,0,4.49863,7.83628,providerA,teamA
60,0,4.3004,17.62138,providerA,teamA
75,0,3.10035,18.0017,providerA,teamA
90,0,4.53415,19.45199,providerA,teamA
105,0,4.28292,16.96679,providerA,teamA
120,0,1.64425,14.74122,providerA,teamA
135,0,4.06289,9.4088,providerA,teamA
150,0,4.87245,17.95115,providerA,teamA
165,0,4.7191,17.26325,providerA,teamA
180,0,4.74936,18.21664,providerA,teamA
195,0,1.83179,13.26393,providerA,teamA
210,0,3.9676,15.7291,providerA,teamA
225,0,2.21615,6.5346,providerA,teamA
240,0,2.7863,10.21899,providerA,teamA
255,0,4.72898,17.01369,providerA,teamA
270,0,3.66049,13.781,providerA,teamA
285,0,1.69461,14.63725,providerA,teamA
300,0,4.03844,18.35272,providerA,teamA
315,0,1.5773,7.37691,providerA,teamA
330,0,2.67199,18.79066,providerA,teamA
345,0,3.14496,7.60149,providerA,teamA
360,0,0.49054,16.20084,providerA,teamA
375,0,3.35188,11.92139,providerA,teamA
390,0,1.71987,14.93852,providerA,teamA
405,0,4.25932,15.21326,providerA,teamA
420,0,4.59508,18.82754,providerA,teamA
435,0,3.67774,18.48654,providerA,teamA
450,0,4.43943,16.82369,providerA,teamA
465,0,3.00492,14.10407,providerA,teamA
480,0,3.98555,6.20672,providerA,teamA
495,0,4.24906,15.56285,providerA,teamA
510,0,4.06391,10.03475,providerA,teamA
525,0,4.82643,7.96585,providerA,teamA
540,0,0.26467,14.23855,providerA,teamA
555,0,2.81161,7.53084,providerA,teamA
570,0,1.95625,16.27821,providerA,teamA
585,0,3.50399,14.14777,providerA,teamA
600,0,0.13417,15.50121,providerA,teamA
615,0,2.10076,18.71509,providerA,teamA
630,0,4.66266,13.23304,providerA,teamA
645,0,4.57424,16.8599,providerA,teamA
660,0,4.14728,17.4599,providerA,teamA
675,0,2.40738,18.2099,providerA,teamA
690,0,4.9719,19.1099,providerA,teamA
705,0,0.99913,20.1599,providerA,teamA
720,0,0.88136,21.3599,providerA,teamA
735,0,1.93132,22.7099,providerA,teamA
750,0,0.72877,24.2099,providerA,teamA
765,0,1.58083,25.8599,providerA,teamA
780,0,3.51052,27.6599,providerA,teamA
795,0,0.32039,29.6099,providerA,teamA
810,0,4.67408,31.7099,providerA,teamA
825,0,4.03363,33.9599,providerA,teamA
840,0,0.52084,36.3599,providerA,teamA
855,0,4.96561,38.9099,providerA,teamA
870,0,3.13544,41.6099,providerA,teamA
885,0,3.55938,44.4599,providerA,teamA
900,0,3.10447,47.4599,providerA,teamA
915,0,3.63029,50.6099,providerA,teamA
930,0,0.6374,53.9099,providerA,teamA
945,0,0.24161,57.3599,providerA,teamA
960,0,2.59517,60.9599,providerA,teamA
975,0,3.78605,64.7099,providerA,teamA
990,0,4.20133,68.6099,providerA,teamA
1005,0,2.82559,72.6599,providerA,teamA
1020,0,2.61319,76.8599,providerA,teamA
1035,0,0.41367,81.2099,providerA,teamA
1050,0,3.85515,85.7099,providerA,teamA
1065,0,0.57557,90.3599,providerA,teamA
1080,0,2.80658,95.1599,providerA,teamA
1095,0,1.28999,100.1099,providerA,teamA
1110,0,0.3989,105.2099,providerA,teamA
1125,0,4.5375,110.4599,providerA,teamA
1140,0,2.63996,115.8599,providerA,teamA
1155,0,2.72298,121.4099,providerA,teamA
1170,0,0.00805,127.1099,providerA,teamA
1185,0,1.27827,132.9599,providerA,teamA
1200,0,4.45601,138.9599,providerA,teamA
1215,0,1.25694,145.1099,providerA,teamA
1230,0,2.35801,151.4099,providerA,teamA
1245,0,1.0945,157.8599,providerA,teamA
1260,0,2.15927,164.4599,providerA,teamA
1275,0,4.09639,171.2099,providerA,teamA
1290,0,4.13761,178.1099,providerA,teamA
1305,0,0.91108,185.1599,providerA,teamA
1320,0,4.65746,192.3599,providerA,teamA
1335,0,2.65411,199.7099,providerA,teamA
1350,0,4.69843,207.2099,providerA,teamA
1365,0,1.22956,214.8599,providerA,teamA
1380,0,1.74985,222.6599,providerA,teamA
1395,0,2.63037,230.6099,providerA,teamA
1410,0,1.24112,238.7099,providerA,teamA
1425,0,3.20056,246.9599,providerA,teamA
0,0,0.62371,240.9599,providerA,teamA
15,0,1.26438,235.1099,providerA,teamA
30,0,2.43843,229.4099,providerA,teamA
45,0,3.44282,223.8599,providerA,teamA
60,0,4.67464,218.4599,providerA,teamA
75,0,4.54545,213.2099,providerA,teamA
90,0,3.22733,208.1099,providerA,teamA
105,0,1.71431,203.1599,providerA,teamA
120,1,3.88748,198.3599,providerA,teamA
15,0,1.59087,17.71418,providerA,teamA
30,0,1.96995,17.09747,providerA,teamA
45,0,3.88189,15.82701,providerA,teamA
60,0,2.96268,6.26709,providerA,teamA
75,0,2.98935,17.21442,providerA,teamA
90,0,4.00674,12.94995,providerA,teamA
105,0,4.50281,14.3449,providerA,teamA
120,0,1.25019,9.14129,providerA,teamA
135,0,2.92722,17.85092,providerA,teamA
150,0,0.25512,17.41841,providerA,teamA
165,0,0.72291,13.67139,providerA,teamA
180,0,2.01645,16.01301,providerA,teamA
195,0,4.83366,19.238,providerA,teamA
210,0,3.34763,19.95112,providerA,teamA
225,0,3.92527,17.64426,providerA,teamA
240,0,1.65466,14.92218,providerA,teamA
255,0,4.95524,17.096,providerA,teamA
270,0,0.78986,7.48253,providerA,teamA
285,0,1.86917,17.11898,providerA,teamA
300,0,4.02476,12.73896,providerA,teamA
315,0,3.26293,10.37709,providerA,teamA
330,0,2.18239,9.38525,providerA,teamA
345,0,2.27286,18.85199,providerA,teamA
360,0,4.40834,15.33316,providerA,teamA
375,0,1.66636,9.20984,providerA,teamA
390,0,3.8365,19.4399,providerA,teamA
405,0,3.91158,15.07744,providerA,teamA
420,0,3.7447,11.23503,providerA,teamA
435,0,1.37532,5.85609,providerA,teamA
450,0,3.44502,17.4325,providerA,teamA
465,0,4.77523,14.2068,providerA,teamA
480,0,4.53426,14.48545,providerA,teamA
495,0,4.93183,5.2678,providerA,teamA
510,0,0.67916,13.35083,providerA,teamA
525,0,2.2339,13.90259,providerA,teamA
540,0,1.1175,7.25313,providerA,teamA
555,0,4.33717,13.13798,providerA,teamA
570,0,0.84217,7.0343,providerA,teamA
585,0,3.71847,5.74867,providerA,teamA
600,0,3.3873,9.87391,providerA,teamA
615,0,2.04079,7.91344,providerA,teamA
630,0,3.81923,8.58917,providerA,teamA
645,0,2.82272,4.5605,providerA,teamA
660,0,0.78264,6.03616,providerA,teamA
675,0,2.28675,13.06402,providerA,teamA
690,0,0.17769,5.54254,providerA,teamA
705,0,2.94459,6.59254,providerA,teamA
720,0,2.41017,7.79254,providerA,teamA
735,0,4.81133,9.14254,providerA,teamA
750,0,3.15021,10.64254,providerA,teamA
765,0,2.12163,12.29254,providerA,teamA
780,0,4.97113,14.09254,providerA,teamA
795,0,0.02255,16.04254,providerA,teamA
810,0,2.25537,18.14254,providerA,teamA
825,0,2.75704,20.39254,providerA,teamA
840,0,1.31648,22.79254,providerA,teamA
855,0,2.84289,25.34254,providerA,teamA
870,0,1.76859,28.04254,providerA,teamA
885,0,4.97019,30.89254,providerA,teamA
900,0,2.86091,33.89254,providerA,teamA
915,0,3.82486,37.04254,providerA,teamA
930,0,3.57054,40.34254,providerA,teamA
945,0,0.1293,43.79254,providerA,teamA
960,0,0.02687,47.39254,providerA,teamA
975,0,1.61041,51.14254,providerA,teamA
990,0,0.78076,55.04254,providerA,teamA
1005,0,1.62406,59.09254,providerA,teamA
1020,0,1.75627,63.29254,providerA,teamA
1035,0,4.52929,67.64254,providerA,teamA
1050,0,0.41024,72.14254,providerA,teamA
1065,0,0.33054,76.79254,providerA,teamA
1080,0,4.33015,81.59254,providerA,teamA
1095,0,3.74562,86.54254,providerA,teamA
1110,0,3.74807,91.64254,providerA,teamA
1125,0,3.32773,96.89254,providerA,teamA
1140,0,3.70449,102.29254,providerA,teamA
1155,0,1.97373,107.84254,providerA,teamA
1170,0,2.47338,113.54254,providerA,teamA
1185,0,1.36404,119.39254,providerA,teamA
1200,0,0.24006,125.39254,providerA,teamA
1215,0,0.28818,131.54254,providerA,teamA
1230,0,4.63823,137.84254,providerA,teamA
1245,0,2.18784,144.29254,providerA,teamA
1260,0,4.51431,150.89254,providerA,teamA
1275,0,4.20625,157.64254,providerA,teamA
1290,0,2.48466,164.54254,providerA,teamA
1305,0,1.58469,171.59254,providerA,teamA
1320,0,0.06362,178.79254,providerA,teamA
1335,0,3.2208,186.14254,providerA,teamA
1350,0,4.0089,193.64254,providerA,teamA
1365,0,3.39238,201.29254,providerA,teamA
1380,0,1.07827,209.09254,providerA,teamA
1395,0,3.8367,217.04254,providerA,teamA
1410,0,3.7045,225.14254,providerA,teamA
1425,0,1.88776,233.39254,providerA,teamA
0,0,2.18186,227.39254,providerA,teamA
15,0,4.48053,221.54254,providerA,teamA
30,0,0.39288,215.84254,providerA,teamA
45,0,1.38648,210.29254,providerA,teamA
60,0,2.20985,204.89254,providerA,teamA
75,0,2.1869,199.64254,providerA,teamA
90,0,3.25665,194.54254,providerA,teamA
105,0,4.07622,189.59254,providerA,teamA
120,1,3.48962,184.79254,providerA,teamA
15,0,1.00138,19.06003,providerA,teamA
30,0,3.10032,9.09976,providerA,teamA
45,0,4.06936,8.81081,providerA,teamA
60,0,3.26343,13.39489,providerA,teamA
75,0,3.81888,10.48843,providerA,teamA
90,0,1.25036,5.54056,providerA,teamA
105,0,3.31872,16.60939,providerA,teamA
120,0,0.49072,16.54548,providerA,teamA
135,0,4.43619,5.69863,providerA,teamA
150,0,3.05664,15.17808,providerA,teamA
165,0,4.13206,7.58404,providerA,teamA
180,0,4.57355,10.2222,providerA,teamA
195,0,4.93463,10.49248,providerA,teamA
210,0,3.5805,15.76862,providerA,teamA
225,0,1.33555,16.15541,providerA,teamA
240,0,0.2899,15.45068,providerA,teamA
255,0,3.45237,7.28293,providerA,teamA
270,0,4.48811,10.029,providerA,teamA
285,0,4.90679,5.91496,providerA,teamA
300,0,0.73839,14.74155,providerA,teamA
315,0,0.08161,12.17261,providerA,teamA
330,0,1.10594,17.18276,providerA,teamA
345,0,3.07953,17.84733,providerA,teamA
360,0,4.21511,12.54661,providerA,teamA
375,0,4.92521,9.97799,providerA,teamA
390,0,3.44088,11.12714,providerA,teamA
405,0,3.17613,11.86752,providerA,teamA
420,0,1.41089,15.76265,providerA,teamA
435,0,0.20991,19.72528,providerA,teamA
450,0,2.77374,6.34755,providerA,teamA
465,0,4.73477,13.04602,providerA,teamA
480,0,3.22245,19.35126,providerA,teamA
495,0,1.76634,13.94238,providerA,teamA
510,0,1.68932,6.40437,providerA,teamA
525,0,3.59619,9.48659,providerA,teamA
540,0,0.36735,17.12543,providerA,teamA
555,0,3.96453,16.89996,providerA,teamA
570,0,4.72465,7.55243,providerA,teamA
585,0,3.48778,12.28973,providerA,teamA
600,0,0.93104,11.84058,providerA,teamA
615,0,4.84601,8.4443,providerA,teamA
630,0,2.41864,8.7443,providerA,teamA
645,0,1.71693,9.1943,providerA,teamA
660,0,0.34064,9.7943,providerA,teamA
675,0,2.95797,10.5443,providerA,teamA
690,0,1.39109,11.4443,providerA,teamA
705,0,3.4946,12.4943,providerA,teamA
720,0,2.96032,13.6943,providerA,teamA
735,0,4.14509,15.0443,providerA,teamA
750,0,4.62617,16.5443,providerA,teamA
765,0,2.35256,18.1943,providerA,teamA
780,0,2.65518,19.9943,providerA,teamA
795,0,3.11051,21.9443,providerA,teamA
810,0,1.34157,24.0443,providerA,teamA
825,0,1.18302,26.2943,providerA,teamA
840,0,1.36144,28.6943,providerA,teamA
855,0,1.17613,31.2443,providerA,teamA
870,0,3.53247,33.9443,providerA,teamA
885,0,1.1866,36.7943,providerA,teamA
900,0,4.47208,39.7943,providerA,teamA
915,0,3.0818,42.9443,providerA,teamA
930,0,4.46518,46.2443,providerA,teamA
945,0,1.97263,49.6943,providerA,teamA
960,0,1.73945,53.2943,providerA,teamA
975,0,1.39475,57.0443,providerA,teamA
990,0,4.30093,60.9443,providerA,teamA
1005,0,1.58139,64.9943,providerA,teamA
1020,0,2.9248,69.1943,providerA,teamA
1035,0,1.27771,73.5443,providerA,teamA
1050,0,3.89943,78.0443,providerA,teamA
1065,0,2.42202,82.6943,providerA,teamA
1080,0,1.15998,87.4943,providerA,teamA
1095,0,0.31377,92.4443,providerA,teamA
1110,0,3.17692,97.5443,providerA,teamA
1125,0,2.44466,102.7943,providerA,teamA
1140,0,1.72346,108.1943,providerA,teamA
1155,0,0.84318,113.7443,providerA,teamA
1170,0,1.75561,119.4443,providerA,teamA
1185,0,2.3238,125.2943,providerA,teamA
1200,0,4.85409,131.2943,providerA,teamA
1215,0,4.04862,137.4443,providerA,teamA
1230,0,0.92016,143.7443,providerA,teamA
1245,0,1.45845,150.1943,providerA,teamA
1260,0,2.56259,156.7943,providerA,teamA
1275,0,3.8245,163.5443,providerA,teamA
1290,0,1.19831,170.4443,providerA,teamA
1305,0,1.18819,177.4943,providerA,teamA
1320,0,3.59013,184.6943,providerA,teamA
1335,0,4.55574,192.0443,providerA,teamA
1350,0,1.81147,199.5443,providerA,teamA
1365,0,4.44271,207.1943,providerA,teamA
1380,0,3.50422,214.9943,providerA,teamA
1395,0,1.73991,222.9443,providerA,teamA
1410,0,3.18234,231.0443,providerA,teamA
1425,0,0.5311,239.2943,providerA,teamA
0,0,3.73185,233.2943,providerA,teamA
15,0,1.37424,227.4443,providerA,teamA
30,0,0.47505,221.7443,providerA,teamA
45,0,1.40964,216.1943,providerA,teamA
60,0,0.72884,210.7943,providerA,teamA
75,0,1.73926,205.5443,providerA,teamA
90,0,0.64343,200.4443,providerA,teamA
105,0,2.01466,195.4943,providerA,teamA
120,1,1.6386,190.6943,providerA,teamA
15,0,3.58706,12.70703,providerA,teamA
30,0,2.44484,14.21168,providerA,teamA
45,0,1.75869,17.83389,providerA,teamA
60,0,0.10594,8.03313,providerA,teamA
75,0,4.45046,7.49709,providerA,teamA
90,0,4.72286,11.86421,providerA,teamA
105,0,1.94147,15.35425,providerA,teamA
120,0,3.53331,17.76269,providerA,teamA
135,0,2.28796,15.11977,providerA,teamA
150,0,4.30044,12.0444,providerA,teamA
165,0,4.93981,17.67136,providerA,teamA
180,0,4.22099,14.39802,providerA,teamA
195,0,2.11196,14.60277,providerA,teamA
210,0,4.98602,18.66572,providerA,teamA
225,0,2.66088,18.10576,providerA,teamA
240,0,1.91236,17.77211,providerA,teamA
255,0,3.30932,16.2923,providerA,teamA
270,0,3.17843,12.24577,providerA,teamA
285,0,2.61935,18.66246,providerA,teamA
300,0,3.24767,17.15676,providerA,teamA
315,0,4.17103,15.22721,providerA,teamA
330,0,0.98692,10.84256,providerA,teamA
345,0,3.82097,12.5463,providerA,teamA
360,0,1.31888,13.99051,providerA,teamA
375,0,1.28192,9.99689,providerA,teamA
390,0,4.50199,5.45223,providerA,teamA
405,0,0.93061,13.58041,providerA,teamA
420,0,2.49225,13.05708,providerA,teamA
435,0,2.83381,8.50974,providerA,teamA
450,0,2.18381,9.92548,providerA,teamA
465,0,3.57666,14.01252,providerA,teamA
480,0,2.96402,6.61766,providerA,teamA
495,0,3.66599,11.51586,providerA,teamA
510,0,4.86573,19.03252,providerA,teamA
525,0,4.00061,16.77915,providerA,teamA
540,0,4.59325,8.04804,providerA,teamA
555,0,0.37513,13.62972,providerA,teamA
570,0,0.41043,6.63265,providerA,teamA
585,0,1.91926,6.4641,providerA,teamA
600,0,0.14031,19.62813,providerA,teamA
615,0,3.33631,11.01603,providerA,teamA
630,0,0.87812,14.31477,providerA,teamA
645,0,2.32196,13.01138,providerA,teamA
660,0,3.84718,19.78674,providerA,teamA
675,0,0.66812,12.11169,providerA,teamA
690,0,3.22043,8.71433,providerA,teamA
705,0,4.25789,15.74982,providerA,teamA
720,0,4.93436,12.83286,providerA,teamA
735,0,3.28465,5.31447,providerA,teamA
750,0,3.49016,11.0851,providerA,teamA
765,0,3.8827,16.41778,providerA,teamA
780,0,1.06767,18.33648,providerA,teamA
795,0,2.81716,11.90832,providerA,teamA
810,0,2.39307,8.74718,providerA,teamA
825,0,1.39454,8.87658,providerA,teamA
840,0,1.23327,9.91029,providerA,teamA
855,0,2.45866,18.67074,providerA,teamA
870,0,3.56614,17.80851,providerA,teamA
885,0,3.03548,19.80671,providerA,teamA
900,0,2.86006,19.06629,providerA,teamA
915,0,4.56234,17.01434,providerA,teamA
930,0,2.16097,13.94635,providerA,teamA
945,0,3.91026,17.39635,providerA,teamA
960,0,4.86488,20.99635,providerA,teamA
975,0,4.72558,24.74635,providerA,teamA
990,0,0.65733,28.64635,providerA,teamA
1005,0,3.01039,32.69635,providerA,teamA
1020,0,4.4979,36.89635,providerA,teamA
1035,0,3.03208,41.24635,providerA,teamA
1050,0,2.46709,45.74635,providerA,teamA
1065,0,1.35407,50.39635,providerA,teamA
1080,0,2.1373,55.19635,providerA,teamA
1095,0,0.98409,60.14635,providerA,teamA
1110,0,2.71513,65.24635,providerA,teamA
1125,0,4.95747,70.49635,providerA,teamA
1140,0,0.39681,75.89635,providerA,teamA
1155,0,1.18123,81.44635,providerA,teamA
1170,0,0.2361,87.14635,providerA,teamA
1185,0,3.07473,92.99635,providerA,teamA
1200,0,1.91423,98.99635,providerA,teamA
1215,0,0.39532,105.14635,providerA,teamA
1230,0,3.48182,111.44635,providerA,teamA
1245,0,3.82496,117.89635,providerA,teamA
1260,0,1.58592,124.49635,providerA,teamA
1275,0,3.56179,131.24635,providerA,teamA
1290,0,2.4684,138.14635,providerA,teamA
1305,0,3.11218,145.19635,providerA,teamA
1320,0,1.02792,152.39635,providerA,teamA
1335,0,4.36898,159.74635,providerA,teamA
1350,0,0.94084,167.24635,providerA,teamA
1365,0,3.45604,174.89635,providerA,teamA
1380,0,0.78903,182.69635,providerA,teamA
1395,0,1.71317,190.64635,providerA,teamA
1410,0,2.79836,198.74635,providerA,teamA
1425,0,0.45991,206.99635,providerA,teamA
0,0,3.5453,200.99635,providerA,teamA
15,0,3.5052,195.14635,providerA,teamA
30,0,1.78656,189.44635,providerA,teamA
45,0,2.47386,183.89635,providerA,teamA
60,0,1.62087,178.49635,providerA,teamA
75,0,3.43759,173.24635,providerA,teamA
90,0,3.08843,168.14635,providerA,teamA
105,0,3.65757,163.19635,providerA,teamA
120,1,2.18556,158.39635,providerA,teamA
15,0,4.88979,15.57392,providerA,teamA
30,0,4.04034,19.36667,providerA,teamA
45,0,2.55861,11.85817,providerA,teamA
60,0,3.72124,17.68662,providerA,teamA
75,0,0.8304,15.07425,providerA,teamA
90,0,3.90352,14.34981,providerA,teamA
105,0,3.0092,17.23926,providerA,teamA
120,0,2.98165,16.93516,providerA,teamA
135,0,3.31068,14.76066,providerA,teamA
150,0,2.67852,11.71157,providerA,teamA
165,0,4.91468,15.93218,providerA,teamA
180,0,3.8323,11.57175,providerA,teamA
195,0,2.73114,12.18039,providerA,teamA
210,0,4.39994,17.14414,providerA,teamA
225,0,3.08089,16.44537,providerA,teamA
240,0,0.88653,14.35824,providerA,teamA
255,0,4.33504,6.2515,providerA,teamA
270,0,4.69478,15.3585,providerA,teamA
285,0,3.0211,14.3812,providerA,teamA
300,0,4.48799,17.40313,providerA,teamA
315,0,3.37671,18.68556,providerA,teamA
330,0,3.20032,19.64007,providerA,teamA
345,0,0.43211,6.36766,providerA,teamA
360,0,1.76862,18.15136,providerA,teamA
375,0,1.13633,19.50943,providerA,teamA
390,0,2.17304,14.9301,providerA,teamA
405,0,4.17045,11.69664,providerA,teamA
420,0,1.07596,13.38839,providerA,teamA
435,0,4.42836,19.04013,providerA,teamA
450,0,4.10993,11.78761,providerA,teamA
465,0,4.17519,4.7363,providerA,teamA
480,0,4.39824,9.36501,providerA,teamA
495,0,3.33454,12.59302,providerA,teamA
510,0,2.81971,7.85101,providerA,teamA
525,0,4.77809,12.14998,providerA,teamA
540,0,4.05782,12.21038,providerA,teamA
555,0,3.79017,16.67926,providerA,teamA
570,0,3.03408,4.59563,providerA,teamA
585,0,2.84299,8.89748,providerA,teamA
600,0,4.5876,17.57988,providerA,teamA
615,0,1.98109,17.72988,providerA,teamA
630,0,4.75807,18.02988,providerA,teamA
645,0,2.07146,18.47988,providerA,teamA
660,0,3.38345,19.07988,providerA,teamA
675,0,4.91577,19.82988,providerA,teamA
690,0,1.03722,20.72988,providerA,teamA
705,0,2.35151,21.77988,providerA,teamA
720,0,4.40147,22.97988,providerA,teamA
735,0,2.81856,24.32988,providerA,teamA
750,0,1.27696,25.82988,providerA,teamA
765,0,3.81493,27.47988,providerA,teamA
780,0,4.73829,29.27988,providerA,teamA
795,0,3.14563,31.22988,providerA,teamA
810,0,2.13113,33.32988,providerA,teamA
825,0,1.78541,35.57988,providerA,teamA
840,0,4.17366,37.97988,providerA,teamA
855,0,4.30712,40.52988,providerA,teamA
870,0,3.74172,43.22988,providerA,teamA
885,0,3.69359,46.07988,providerA,teamA
900,0,3.62153,49.07988,providerA,teamA
915,0,1.17601,52.22988,providerA,teamA
930,0,3.09926,55.52988,providerA,teamA
945,0,0.48985,58.97988,providerA,teamA
960,0,1.69123,62.57988,providerA,teamA
975,0,4.57194,66.32988,providerA,teamA
990,0,2.49349,70.22988,providerA,teamA
1005,0,2.00226,74.27988,providerA,teamA
1020,0,2.5959,78.47988,providerA,teamA
1035,0,1.04196,82.82988,providerA,teamA
1050,0,2.99171,87.32988,providerA,teamA
1065,0,1.64037,91.97988,providerA,teamA
1080,0,2.14197,96.77988,providerA,teamA
1095,0,1.80204,101.72988,providerA,teamA
1110,0,2.68783,106.82988,providerA,teamA
1125,0,4.00962,112.07988,providerA,teamA
1140,0,2.78636,117.47988,providerA,teamA
1155,0,1.63105,123.02988,providerA,teamA
1170,0,0.57584,128.72988,providerA,teamA
1185,0,4.23233,134.57988,providerA,teamA
1200,0,3.05035,140.57988,providerA,teamA
1215,0,1.75529,146.72988,providerA,teamA
1230,0,0.07996,153.02988,providerA,teamA
1245,0,4.83845,159.47988,providerA,teamA
1260,0,1.42228,166.07988,providerA,teamA
1275,0,4.52611,172.82988,providerA,teamA
1290,0,2.86602,179.72988,providerA,teamA
1305,0,1.35684,186.77988,providerA,teamA
1320,0,0.99449,193.97988,providerA,teamA
1335,0,4.01067,201.32988,providerA,teamA
1350,0,1.30105,208.82988,providerA,teamA
1365,0,1.20479,216.47988,providerA,teamA
1380,0,2.24423,224.27988,providerA,teamA
1395,0,2.24246,232.22988,providerA,teamA
1410,0,3.90532,240.32988,providerA,teamA
1425,0,4.18526,248.57988,providerA,teamA
0,0,3.1955,242.57988,providerA,teamA
15,0,4.27741,236.72988,providerA,teamA
30,0,3.55873,231.02988,providerA,teamA
45,0,4.1849,225.47988,providerA,teamA
60,0,4.94586,220.07988,providerA,teamA
75,0,2.51836,214.82988,providerA,teamA
90,0,4.79786,209.72988,providerA,teamA
105,0,0.34613,204.77988,providerA,teamA
120,1,2.79494,199.97988,providerA,teamA
15,0,3.30058,18.58479,providerA,teamA
30,0,4.76836,15.71746,providerA,teamA
45,0,1.59062,11.68761,providerA,teamA
60,0,1.5365,11.49154,providerA,teamA
